,MonthlyIncomeRange,YearsWithCurrManager,YearsSinceLastPromotion,YearsInCurrentRole,YearsAtCompany,WorkLifeBalance,TrainingTimesLastYear,TotalWorkingYears,StockOptionLevel,RelationshipSatisfaction,PerformanceRating,PercentSalaryHike,OverTime,NumCompaniesWorked,MaritalStatus,JobSatisfaction,JobRole,JobLevel,JobInvolvement,Gender,EnvironmentSatisfaction,EducationField,Education,DistanceFromHome,Department,BusinessTravel,Age,Attrition,DailyRate,EmployeeCount,EmployeeNumber,HourlyRate,MonthlyIncome,MonthlyRate,Over18,StandardHours,Attrition2,AgeAttritionRate,BusinessTravelAttritionRate,DepartmentAttritionRate,DistanceFromHomeAttritionRate,EducationAttritionRate,EducationFieldAttritionRate,EnvironmentSatisfactionAttritionRate,GenderAttritionRate,JobInvolvementAttritionRate,JobLevelAttritionRate,JobRoleAttritionRate,JobSatisfactionAttritionRate,MaritalStatusAttritionRate,NumCompaniesWorkedAttritionRate,OverTimeAttritionRate,PercentSalaryHikeAttritionRate,PerformanceRatingAttritionRate,RelationshipSatisfactionAttritionRate,StockOptionLevelAttritionRate,TotalWorkingYearsAttritionRate,TrainingTimesLastYearAttritionRate,WorkLifeBalanceAttritionRate,YearsAtCompanyAttritionRate,YearsInCurrentRoleAttritionRate,YearsSinceLastPromotionAttritionRate,YearsWithCurrManagerAttritionRate,MonthlyIncomeRangeAttritionRate,TotalAttritionScore
1193,5501 to 6000,7,6,7,7,3,2,13,2,1,3,13,Yes,4,Divorced,1,Research Scientist,2,4,Male,3,Medical,3,6,Research & Development,Travel_Rarely,37,No,1319,1,474,51,5974,17001,Y,80,0,0.12,0.149568552,0.138397503,0.118644068,0.173076923,0.135775862,0.136865342,0.170068027,0.090277778,0.097378277,0.160958904,0.228373702,0.100917431,0.122302158,0.305288462,0.162679426,0.160771704,0.206521739,0.075949367,0.083333333,0.179159049,0.142217245,0.122222222,0.13963964,0.1875,0.143518519,0.114754098,4
1194,5501 to 6000,2,0,2,10,4,2,10,2,4,3,14,Yes,1,Married,3,Healthcare Representative,2,3,Male,3,Life Sciences,4,18,Research & Development,Travel_Frequently,35,No,1199,1,2049,80,5689,24594,Y,80,0,0.128205128,0.249097473,0.138397503,0.153846154,0.145728643,0.146864686,0.136865342,0.170068027,0.144009217,0.097378277,0.06870229,0.165158371,0.124814264,0.188099808,0.305288462,0.119402985,0.160771704,0.148148148,0.075949367,0.123762376,0.179159049,0.176470588,0.15,0.182795699,0.189328744,0.145348837,0.114754098,4.1
1195,5501 to 6000,0,0,0,0,2,2,10,2,3,3,18,No,5,Married,1,Healthcare Representative,2,4,Male,2,Medical,3,13,Research & Development,Travel_Rarely,42,No,1128,1,1803,95,5538,5696,Y,80,0,0.043478261,0.149568552,0.138397503,0.315789474,0.173076923,0.135775862,0.149825784,0.170068027,0.090277778,0.097378277,0.06870229,0.228373702,0.124814264,0.253968254,0.104364326,0.146067416,0.160771704,0.154684096,0.075949367,0.123762376,0.179159049,0.168604651,0.363636364,0.299180328,0.189328744,0.323193916,0.114754098,4.5
1196,6001 to 6500,5,0,4,6,2,2,6,1,4,3,12,Yes,1,Married,4,Research Scientist,2,3,Female,1,Life Sciences,4,9,Research & Development,Travel_Rarely,32,No,646,1,679,92,6322,18089,Y,80,0,0.180327869,0.149568552,0.138397503,0.211764706,0.145728643,0.146864686,0.253521127,0.147959184,0.144009217,0.097378277,0.160958904,0.11328976,0.124814264,0.188099808,0.305288462,0.166666667,0.160771704,0.148148148,0.093959732,0.176,0.179159049,0.168604651,0.118421053,0.144230769,0.189328744,0.129032258,0.096774194,4.3
1197,6001 to 6500,7,7,7,8,3,2,18,1,3,3,14,No,8,Divorced,3,Sales Executive,2,3,Female,3,Life Sciences,4,16,Sales,Travel_Rarely,48,No,492,1,1557,96,6439,13693,Y,80,0,0.105263158,0.149568552,0.206278027,0.21875,0.145728643,0.146864686,0.136865342,0.147959184,0.144009217,0.097378277,0.174846626,0.165158371,0.100917431,0.12244898,0.104364326,0.119402985,0.160771704,0.154684096,0.093959732,0.148148148,0.179159049,0.142217245,0.1125,0.13963964,0.210526316,0.143518519,0.096774194,3.9
1198,6001 to 6500,7,1,7,7,1,3,9,1,1,3,18,No,3,Married,4,Manufacturing Director,2,3,Male,4,Technical Degree,3,29,Research & Development,Travel_Rarely,38,No,1084,1,273,54,6261,4185,Y,80,0,0.034482759,0.149568552,0.138397503,0.185185185,0.173076923,0.242424242,0.134529148,0.170068027,0.144009217,0.097378277,0.068965517,0.11328976,0.124814264,0.100628931,0.104364326,0.146067416,0.160771704,0.206521739,0.093959732,0.104166667,0.140529532,0.3125,0.122222222,0.13963964,0.137254902,0.143518519,0.096774194,3.8
1199,6001 to 6500,2,2,2,2,3,3,6,0,1,3,12,No,5,Single,4,Sales Executive,2,1,Female,4,Life Sciences,2,3,Sales,Travel_Rarely,34,No,511,1,1779,32,6029,25353,Y,80,0,0.116883117,0.149568552,0.206278027,0.166666667,0.156028369,0.146864686,0.134529148,0.147959184,0.337349398,0.097378277,0.174846626,0.11328976,0.255319149,0.253968254,0.104364326,0.166666667,0.160771704,0.206521739,0.244057052,0.176,0.140529532,0.142217245,0.212598425,0.182795699,0.169811321,0.145348837,0.096774194,4.6
1200,6001 to 6500,8,0,7,10,4,4,10,2,3,3,15,No,1,Married,4,Sales Executive,2,4,Male,3,Medical,3,8,Sales,Travel_Rarely,32,No,604,1,1304,56,6209,11693,Y,80,0,0.180327869,0.149568552,0.206278027,0.125,0.173076923,0.135775862,0.136865342,0.170068027,0.090277778,0.097378277,0.174846626,0.11328976,0.124814264,0.188099808,0.104364326,0.178217822,0.160771704,0.154684096,0.075949367,0.123762376,0.211382114,0.176470588,0.15,0.13963964,0.189328744,0.093457944,0.096774194,3.9
1201,6001 to 6500,6,1,0,7,3,3,11,2,4,3,17,No,8,Divorced,3,Healthcare Representative,2,1,Male,4,Life Sciences,1,29,Research & Development,Travel_Rarely,29,No,726,1,1859,93,6384,21143,Y,80,0,0.264705882,0.149568552,0.138397503,0.185185185,0.182352941,0.146864686,0.134529148,0.170068027,0.337349398,0.097378277,0.06870229,0.165158371,0.100917431,0.12244898,0.104364326,0.170731707,0.160771704,0.148148148,0.075949367,0.194444444,0.140529532,0.142217245,0.122222222,0.299180328,0.137254902,0.137931034,0.096774194,4.2
1202,6001 to 6500,2,2,2,2,3,3,16,3,2,3,13,Yes,5,Divorced,1,Sales Executive,2,2,Male,2,Marketing,5,13,Sales,Travel_Rarely,36,Yes,1456,1,1733,96,6134,8658,Y,80,1,0.086956522,0.149568552,0.206278027,0.315789474,0.104166667,0.220125786,0.149825784,0.170068027,0.189333333,0.097378277,0.174846626,0.228373702,0.100917431,0.253968254,0.305288462,0.162679426,0.160771704,0.148514851,0.176470588,0.081081081,0.140529532,0.142217245,0.212598425,0.182795699,0.169811321,0.145348837,0.096774194,4.6
1203,6001 to 6500,0,0,0,1,3,2,9,2,4,3,19,No,4,Divorced,3,Sales Executive,2,2,Male,4,Marketing,4,16,Sales,Travel_Rarely,37,No,342,1,868,66,6334,24558,Y,80,0,0.12,0.149568552,0.206278027,0.21875,0.145728643,0.220125786,0.134529148,0.170068027,0.189333333,0.097378277,0.174846626,0.165158371,0.100917431,0.122302158,0.104364326,0.118421053,0.160771704,0.148148148,0.075949367,0.104166667,0.179159049,0.142217245,0.34502924,0.299180328,0.189328744,0.323193916,0.096774194,4.5
1204,6001 to 6500,4,1,3,5,4,5,6,2,4,4,20,No,1,Married,2,Sales Executive,2,3,Male,1,Marketing,2,28,Sales,Travel_Rarely,26,No,703,1,641,66,6272,7428,Y,80,0,0.307692308,0.149568552,0.206278027,0.086956522,0.156028369,0.220125786,0.253521127,0.170068027,0.144009217,0.097378277,0.174846626,0.164285714,0.124814264,0.188099808,0.104364326,0.127272727,0.163716814,0.148148148,0.075949367,0.176,0.117647059,0.176470588,0.107142857,0.118518519,0.137254902,0.112244898,0.096774194,4.1
1205,6001 to 6500,9,1,12,13,2,2,13,1,1,4,21,No,1,Divorced,3,Healthcare Representative,2,3,Male,3,Life Sciences,4,1,Research & Development,Non-Travel,56,No,667,1,2026,57,6306,26236,Y,80,0,0.214285714,0.08,0.138397503,0.125,0.145728643,0.146864686,0.136865342,0.170068027,0.144009217,0.097378277,0.06870229,0.165158371,0.100917431,0.188099808,0.104364326,0.104166667,0.163716814,0.206521739,0.093959732,0.083333333,0.179159049,0.168604651,0.083333333,0.1,0.137254902,0.09375,0.096774194,3.5
1206,6001 to 6500,3,4,1,5,3,2,10,0,4,3,11,No,3,Single,3,Healthcare Representative,2,3,Female,2,Medical,2,8,Research & Development,Travel_Rarely,34,No,970,1,757,96,6142,7360,Y,80,0,0.116883117,0.149568552,0.138397503,0.125,0.156028369,0.135775862,0.149825784,0.147959184,0.144009217,0.097378277,0.06870229,0.165158371,0.255319149,0.100628931,0.104364326,0.195238095,0.160771704,0.148148148,0.244057052,0.123762376,0.179159049,0.142217245,0.107142857,0.192982456,0.081967213,0.133802817,0.096774194,3.9
1207,6001 to 6500,4,1,5,6,2,5,6,0,2,4,23,No,1,Single,4,Sales Executive,2,3,Female,3,Medical,1,26,Sales,Travel_Rarely,25,No,883,1,781,32,6180,22807,Y,80,0,0.230769231,0.149568552,0.206278027,0.12,0.182352941,0.135775862,0.136865342,0.147959184,0.144009217,0.097378277,0.174846626,0.11328976,0.255319149,0.188099808,0.104364326,0.214285714,0.163716814,0.148514851,0.244057052,0.176,0.117647059,0.168604651,0.118421053,0.027777778,0.137254902,0.112244898,0.096774194,4.1
1208,6001 to 6500,8,11,11,12,3,0,15,3,2,4,20,No,5,Divorced,3,Healthcare Representative,2,4,Female,2,Medical,1,2,Research & Development,Travel_Rarely,40,No,1202,1,1375,89,6377,13888,Y,80,0,0.087719298,0.149568552,0.138397503,0.132701422,0.182352941,0.135775862,0.149825784,0.147959184,0.090277778,0.097378277,0.06870229,0.165158371,0.100917431,0.253968254,0.104364326,0.127272727,0.163716814,0.148514851,0.176470588,0.125,0.277777778,0.142217245,0,0,0.083333333,0.093457944,0.096774194,3.4
1209,6001 to 6500,2,0,2,3,3,1,9,1,4,3,17,No,4,Married,3,Manufacturing Director,2,4,Male,1,Life Sciences,4,7,Research & Development,Travel_Frequently,45,No,1199,1,341,77,6434,5118,Y,80,0,0.048780488,0.249097473,0.138397503,0.130952381,0.145728643,0.146864686,0.253521127,0.170068027,0.090277778,0.097378277,0.068965517,0.165158371,0.124814264,0.122302158,0.104364326,0.170731707,0.160771704,0.148148148,0.093959732,0.104166667,0.126760563,0.142217245,0.15625,0.182795699,0.189328744,0.145348837,0.096774194,3.8
1210,6001 to 6500,7,7,7,7,2,3,12,0,2,3,18,Yes,4,Married,3,Sales Executive,2,1,Male,2,Life Sciences,4,6,Sales,Travel_Rarely,31,Yes,249,1,163,76,6172,20739,Y,80,1,0.260869565,0.149568552,0.206278027,0.118644068,0.145728643,0.146864686,0.149825784,0.170068027,0.337349398,0.097378277,0.174846626,0.165158371,0.124814264,0.122302158,0.305288462,0.146067416,0.160771704,0.148514851,0.244057052,0.104166667,0.140529532,0.168604651,0.122222222,0.13963964,0.210526316,0.143518519,0.096774194,4.5
1211,6001 to 6500,0,1,2,2,3,1,9,0,4,3,12,No,3,Married,1,Human Resources,2,2,Male,1,Human Resources,3,2,Human Resources,Travel_Rarely,31,No,106,1,424,62,6410,17822,Y,80,0,0.260869565,0.149568552,0.19047619,0.132701422,0.173076923,0.259259259,0.253521127,0.170068027,0.189333333,0.097378277,0.230769231,0.228373702,0.124814264,0.100628931,0.104364326,0.166666667,0.160771704,0.148148148,0.244057052,0.104166667,0.126760563,0.142217245,0.212598425,0.182795699,0.137254902,0.323193916,0.096774194,4.7
1212,6001 to 6500,4,1,4,5,4,2,8,2,4,3,12,Yes,3,Married,4,Sales Executive,2,2,Male,1,Life Sciences,4,21,Sales,Travel_Rarely,39,No,1498,1,1390,44,6120,3567,Y,80,0,0.142857143,0.149568552,0.206278027,0.166666667,0.145728643,0.146864686,0.253521127,0.170068027,0.189333333,0.097378277,0.174846626,0.11328976,0.124814264,0.100628931,0.305288462,0.166666667,0.160771704,0.148148148,0.075949367,0.155339806,0.179159049,0.176470588,0.107142857,0.144230769,0.137254902,0.112244898,0.096774194,4.1
1213,6001 to 6500,4,1,5,6,3,5,6,0,3,4,22,No,1,Single,4,Sales Executive,2,3,Male,4,Other,3,2,Sales,Travel_Rarely,34,No,304,1,786,60,6274,18686,Y,80,0,0.116883117,0.149568552,0.206278027,0.132701422,0.173076923,0.134146341,0.134529148,0.170068027,0.144009217,0.097378277,0.174846626,0.11328976,0.255319149,0.188099808,0.104364326,0.214285714,0.163716814,0.154684096,0.244057052,0.176,0.117647059,0.142217245,0.118421053,0.027777778,0.137254902,0.112244898,0.096774194,4
1214,6001 to 6500,4,0,2,5,3,4,10,0,3,3,16,Yes,3,Single,3,Healthcare Representative,2,3,Female,1,Medical,4,10,Research & Development,Travel_Rarely,35,No,670,1,1587,51,6142,4223,Y,80,0,0.128205128,0.149568552,0.138397503,0.127906977,0.145728643,0.135775862,0.253521127,0.147959184,0.144009217,0.097378277,0.06870229,0.165158371,0.255319149,0.100628931,0.305288462,0.179487179,0.160771704,0.154684096,0.244057052,0.123762376,0.211382114,0.142217245,0.107142857,0.182795699,0.189328744,0.112244898,0.096774194,4.3
1215,6001 to 6500,7,6,2,10,2,3,10,2,4,3,15,Yes,1,Married,3,Manufacturing Director,2,3,Male,4,Medical,4,22,Research & Development,Travel_Rarely,31,Yes,330,1,1389,98,6179,21057,Y,80,1,0.260869565,0.149568552,0.138397503,0.315789474,0.145728643,0.135775862,0.134529148,0.170068027,0.144009217,0.097378277,0.068965517,0.165158371,0.124814264,0.188099808,0.305288462,0.178217822,0.160771704,0.148148148,0.075949367,0.123762376,0.140529532,0.168604651,0.15,0.182795699,0.1875,0.143518519,0.096774194,4.3
1216,6001 to 6500,7,6,7,8,3,3,17,2,4,3,14,Yes,3,Married,2,Healthcare Representative,2,3,Male,3,Medical,4,18,Research & Development,Travel_Frequently,55,No,135,1,1034,62,6385,12992,Y,80,0,0.136363636,0.249097473,0.138397503,0.153846154,0.145728643,0.135775862,0.136865342,0.170068027,0.144009217,0.097378277,0.06870229,0.164285714,0.124814264,0.100628931,0.305288462,0.119402985,0.160771704,0.148148148,0.075949367,0.090909091,0.140529532,0.142217245,0.1125,0.13963964,0.1875,0.143518519,0.096774194,3.8
1217,6001 to 6500,3,1,2,4,4,5,9,0,4,3,13,Yes,2,Married,4,Healthcare Representative,2,3,Male,4,Other,4,10,Research & Development,Travel_Rarely,44,No,1459,1,40,41,6465,19121,Y,80,0,0.181818182,0.149568552,0.138397503,0.127906977,0.145728643,0.134146341,0.134529148,0.170068027,0.144009217,0.097378277,0.06870229,0.11328976,0.124814264,0.109589041,0.305288462,0.162679426,0.160771704,0.148148148,0.244057052,0.104166667,0.117647059,0.176470588,0.172727273,0.182795699,0.137254902,0.133802817,0.096774194,4
1218,6001 to 6500,8,6,13,14,3,3,14,1,3,3,12,No,1,Married,3,Manufacturing Director,2,2,Female,3,Life Sciences,3,4,Research & Development,Travel_Rarely,32,No,859,1,830,98,6162,19124,Y,80,0,0.180327869,0.149568552,0.138397503,0.140625,0.173076923,0.146864686,0.136865342,0.147959184,0.189333333,0.097378277,0.068965517,0.165158371,0.124814264,0.188099808,0.104364326,0.166666667,0.160771704,0.154684096,0.093959732,0.129032258,0.140529532,0.142217245,0.111111111,0.071428571,0.1875,0.093457944,0.096774194,3.7
1219,6001 to 6500,3,1,4,5,3,2,8,0,4,3,12,Yes,4,Single,3,Sales Executive,2,4,Female,2,Life Sciences,2,27,Sales,Travel_Frequently,47,Yes,719,1,785,77,6397,10339,Y,80,1,0.125,0.249097473,0.206278027,0.25,0.156028369,0.146864686,0.149825784,0.147959184,0.090277778,0.097378277,0.174846626,0.165158371,0.255319149,0.122302158,0.305288462,0.166666667,0.160771704,0.148148148,0.244057052,0.155339806,0.179159049,0.142217245,0.107142857,0.144230769,0.137254902,0.133802817,0.096774194,4.5
1220,6001 to 6500,11,4,14,18,2,1,18,1,4,3,14,Yes,1,Married,4,Sales Executive,2,3,Male,2,Life Sciences,2,1,Sales,Travel_Rarely,36,No,928,1,857,56,6201,2823,Y,80,0,0.086956522,0.149568552,0.206278027,0.125,0.156028369,0.146864686,0.149825784,0.170068027,0.144009217,0.097378277,0.174846626,0.11328976,0.124814264,0.188099808,0.305288462,0.119402985,0.160771704,0.148148148,0.093959732,0.148148148,0.126760563,0.168604651,0.076923077,0.090909091,0.081967213,0.045454545,0.096774194,3.7
1221,6001 to 6500,2,1,9,10,3,2,10,3,3,3,13,No,1,Divorced,3,Sales Executive,2,2,Female,4,Marketing,3,5,Sales,Travel_Rarely,30,No,570,1,456,30,6118,5431,Y,80,0,0.15,0.149568552,0.206278027,0.153846154,0.173076923,0.220125786,0.134529148,0.147959184,0.189333333,0.097378277,0.174846626,0.165158371,0.100917431,0.188099808,0.104364326,0.162679426,0.160771704,0.154684096,0.176470588,0.123762376,0.179159049,0.142217245,0.15,0.089552239,0.137254902,0.145348837,0.096774194,4.1
1222,6001 to 6500,7,0,7,8,3,3,8,1,1,3,18,No,1,Married,2,Sales Executive,2,3,Female,2,Marketing,4,8,Sales,Travel_Rarely,27,No,1130,1,458,56,6214,3415,Y,80,0,0.0625,0.149568552,0.206278027,0.125,0.145728643,0.220125786,0.149825784,0.147959184,0.144009217,0.097378277,0.174846626,0.164285714,0.124814264,0.188099808,0.104364326,0.146067416,0.160771704,0.206521739,0.093959732,0.155339806,0.140529532,0.142217245,0.1125,0.13963964,0.189328744,0.143518519,0.096774194,3.9
1223,6001 to 6500,4,1,5,6,1,6,6,1,1,4,20,No,1,Divorced,2,Manufacturing Director,2,3,Female,3,Life Sciences,3,1,Research & Development,Travel_Frequently,26,No,1479,1,384,84,6397,26767,Y,80,0,0.307692308,0.249097473,0.138397503,0.125,0.173076923,0.146864686,0.136865342,0.147959184,0.144009217,0.097378277,0.068965517,0.164285714,0.100917431,0.188099808,0.104364326,0.127272727,0.163716814,0.206521739,0.093959732,0.176,0.092307692,0.3125,0.118421053,0.027777778,0.137254902,0.112244898,0.096774194,4
1224,6001 to 6500,9,11,2,19,3,4,19,0,1,3,13,No,1,Single,2,Sales Executive,2,1,Male,3,Medical,2,10,Sales,Non-Travel,41,No,256,1,1329,40,6151,22074,Y,80,0,0.15,0.08,0.206278027,0.127906977,0.156028369,0.135775862,0.136865342,0.170068027,0.337349398,0.097378277,0.174846626,0.164285714,0.255319149,0.188099808,0.104364326,0.162679426,0.160771704,0.206521739,0.244057052,0.136363636,0.211382114,0.142217245,0.090909091,0.182795699,0.083333333,0.09375,0.096774194,4.3
1225,6001 to 6500,2,0,2,3,4,5,10,0,4,3,12,Yes,8,Single,3,Healthcare Representative,2,4,Male,4,Life Sciences,3,1,Research & Development,Travel_Frequently,29,No,461,1,1753,70,6294,23060,Y,80,0,0.264705882,0.249097473,0.138397503,0.125,0.173076923,0.146864686,0.134529148,0.170068027,0.090277778,0.097378277,0.06870229,0.165158371,0.255319149,0.12244898,0.305288462,0.166666667,0.160771704,0.148148148,0.244057052,0.123762376,0.117647059,0.176470588,0.15625,0.182795699,0.189328744,0.145348837,0.096774194,4.4
1226,6001 to 6500,2,1,2,3,3,4,10,1,2,3,19,No,6,Married,2,Human Resources,2,1,Male,3,Human Resources,3,4,Human Resources,Non-Travel,41,No,552,1,1722,60,6430,20794,Y,80,0,0.15,0.08,0.19047619,0.140625,0.173076923,0.259259259,0.136865342,0.170068027,0.337349398,0.097378277,0.230769231,0.164285714,0.124814264,0.228571429,0.104364326,0.118421053,0.160771704,0.148514851,0.093959732,0.123762376,0.211382114,0.142217245,0.15625,0.182795699,0.137254902,0.145348837,0.096774194,4.3
1227,6001 to 6500,10,1,3,14,3,3,16,0,4,3,14,No,7,Single,4,Sales Executive,2,3,Male,4,Life Sciences,2,10,Sales,Non-Travel,41,No,267,1,599,56,6230,13430,Y,80,0,0.15,0.08,0.206278027,0.127906977,0.156028369,0.146864686,0.134529148,0.170068027,0.144009217,0.097378277,0.174846626,0.11328976,0.255319149,0.22972973,0.104364326,0.119402985,0.160771704,0.148148148,0.244057052,0.081081081,0.140529532,0.142217245,0.111111111,0.118518519,0.137254902,0.111111111,0.096774194,3.9
1228,6001 to 6500,2,0,4,5,3,2,11,0,3,4,20,No,2,Single,4,Manufacturing Director,2,1,Female,3,Life Sciences,3,2,Research & Development,Travel_Rarely,30,No,317,1,548,43,6091,24793,Y,80,0,0.15,0.149568552,0.138397503,0.132701422,0.173076923,0.146864686,0.136865342,0.147959184,0.337349398,0.097378277,0.068965517,0.11328976,0.255319149,0.109589041,0.104364326,0.127272727,0.163716814,0.154684096,0.244057052,0.194444444,0.179159049,0.142217245,0.107142857,0.144230769,0.189328744,0.145348837,0.096774194,4.2
1229,6001 to 6500,7,0,7,7,4,2,8,1,1,3,13,No,0,Married,2,Sales Executive,2,3,Male,3,Marketing,2,22,Sales,Non-Travel,33,No,750,1,160,95,6146,15480,Y,80,0,0.206896552,0.08,0.206278027,0.315789474,0.156028369,0.220125786,0.136865342,0.170068027,0.144009217,0.097378277,0.174846626,0.164285714,0.124814264,0.116751269,0.104364326,0.162679426,0.160771704,0.206521739,0.093959732,0.155339806,0.179159049,0.176470588,0.122222222,0.13963964,0.189328744,0.143518519,0.096774194,4.2
1230,6001 to 6500,3,0,3,4,4,3,10,1,1,3,16,No,7,Married,1,Human Resources,2,4,Male,4,Medical,5,2,Human Resources,Non-Travel,42,No,179,1,1231,79,6272,12858,Y,80,0,0.043478261,0.08,0.19047619,0.132701422,0.104166667,0.135775862,0.134529148,0.170068027,0.090277778,0.097378277,0.230769231,0.228373702,0.124814264,0.22972973,0.104364326,0.179487179,0.160771704,0.206521739,0.093959732,0.123762376,0.140529532,0.176470588,0.172727273,0.118518519,0.189328744,0.133802817,0.096774194,3.9
1231,6001 to 6500,2,1,2,3,2,3,6,0,2,3,11,No,2,Married,3,Sales Executive,2,4,Male,1,Life Sciences,1,18,Sales,Travel_Rarely,25,No,1372,1,1399,93,6232,12477,Y,80,0,0.230769231,0.149568552,0.206278027,0.153846154,0.182352941,0.146864686,0.253521127,0.170068027,0.090277778,0.097378277,0.174846626,0.165158371,0.124814264,0.109589041,0.104364326,0.195238095,0.160771704,0.148514851,0.244057052,0.176,0.140529532,0.168604651,0.15625,0.182795699,0.137254902,0.145348837,0.096774194,4.3
1232,6001 to 6500,6,3,3,8,1,3,12,1,3,3,15,No,9,Married,2,Human Resources,2,4,Female,3,Human Resources,3,3,Human Resources,Travel_Rarely,39,No,141,1,760,44,6389,18767,Y,80,0,0.142857143,0.149568552,0.19047619,0.166666667,0.173076923,0.259259259,0.136865342,0.147959184,0.090277778,0.097378277,0.230769231,0.164285714,0.124814264,0.230769231,0.104364326,0.178217822,0.160771704,0.154684096,0.093959732,0.104166667,0.140529532,0.3125,0.1125,0.118518519,0.173076923,0.137931034,0.096774194,4.2
1233,6001 to 6500,0,1,4,6,3,6,8,2,1,3,12,Yes,2,Married,3,Sales Executive,2,2,Male,3,Marketing,2,22,Sales,Travel_Rarely,40,Yes,575,1,492,68,6380,6110,Y,80,1,0.087719298,0.149568552,0.206278027,0.315789474,0.156028369,0.220125786,0.136865342,0.170068027,0.189333333,0.097378277,0.174846626,0.165158371,0.124814264,0.109589041,0.305288462,0.166666667,0.160771704,0.206521739,0.075949367,0.155339806,0.092307692,0.142217245,0.118421053,0.144230769,0.137254902,0.323193916,0.096774194,4.4
1234,6001 to 6500,2,1,3,4,2,3,13,1,3,3,15,No,2,Divorced,1,Healthcare Representative,2,2,Male,1,Life Sciences,3,12,Research & Development,Travel_Frequently,38,No,471,1,837,45,6288,4284,Y,80,0,0.034482759,0.249097473,0.138397503,0.3,0.173076923,0.146864686,0.253521127,0.170068027,0.189333333,0.097378277,0.06870229,0.228373702,0.100917431,0.109589041,0.104364326,0.178217822,0.160771704,0.154684096,0.093959732,0.083333333,0.140529532,0.168604651,0.172727273,0.118518519,0.137254902,0.145348837,0.096774194,4
1235,6001 to 6500,8,7,8,9,3,3,9,1,2,4,22,Yes,1,Married,4,Manufacturing Director,2,3,Male,1,Medical,3,1,Research & Development,Travel_Rarely,32,No,427,1,78,33,6162,10877,Y,80,0,0.180327869,0.149568552,0.138397503,0.125,0.173076923,0.135775862,0.253521127,0.170068027,0.144009217,0.097378277,0.068965517,0.11328976,0.124814264,0.188099808,0.305288462,0.214285714,0.163716814,0.148514851,0.093959732,0.104166667,0.140529532,0.142217245,0.097560976,0.078651685,0.210526316,0.093457944,0.096774194,4
1236,6001 to 6500,4,0,2,6,2,2,8,2,3,3,16,No,7,Divorced,4,Manufacturing Director,2,3,Male,4,Medical,2,5,Research & Development,Travel_Rarely,37,No,1192,1,460,61,6347,23177,Y,80,0,0.12,0.149568552,0.138397503,0.153846154,0.156028369,0.135775862,0.134529148,0.170068027,0.144009217,0.097378277,0.068965517,0.11328976,0.100917431,0.22972973,0.104364326,0.179487179,0.160771704,0.154684096,0.075949367,0.155339806,0.179159049,0.168604651,0.118421053,0.182795699,0.189328744,0.112244898,0.096774194,3.8
